Review_8,Capacity,Noise_Level,Review_1,Review_3,Review_2,Review_5,Review_4,Review_7,Review_6,ASIN,Offer_Price,Brand,Part_Number,No_of_Reviews,Energy_Efficiency,Item_name,MRP,Control_Console,Model,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,Color,Wattage,Installation_Type,Average_Rating,Voltage,Item_href
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LWA2CP1A-L-Crescent-Window-Rating/dp/B00TZMZXBK/ref=sr_1_124/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-124
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LWA5CP3A-L-Crescent-Window-Rating/dp/B00TZN12XM/ref=sr_1_123/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-123
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Daikin-R-32-DTKP-Split-White/dp/B013UCI4L6/ref=sr_1_122/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-122
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Whirlpool-Magicool-Platinum-Window-1-2/dp/B00LM99KYU/ref=sr_1_119/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-119
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-185-ZY-Window-Rating/dp/B00RJOT0JC/ref=sr_1_118/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-118
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Midea-Flair-X-Split-Rating-Copper/dp/B01CHIC1JK/ref=sr_1_117/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-117
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/IFB-IACS18KD5TP-Split-Rating-Copper/dp/B00WQZUZYI/ref=sr_1_116/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-116
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Videocon-VSN35-WV2-MDA-Split-Rating-White/dp/B00WUF7E8E/ref=sr_1_115/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-115
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAU314AWD-Zunoh-Rating-Copper/dp/B01BSNSDFG/ref=sr_1_114/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-114
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Carrier-ESTRELLA-Window-Rating-White/dp/B00LSJ8MKW/ref=sr_1_113/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-113
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-BI-5HW12ZCWX-Split-Rating/dp/B01CFY9B9O/ref=sr_1_112/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-112
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAW518KUDZ1-Window-Rating-Copper/dp/B00Y2U4R30/ref=sr_1_111/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-111
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Panasonic-CS-YS18RKY-Inverter-Split-Copper/dp/B00V30JX68/ref=sr_1_110/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-110
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-183-1-5-Rating-Aluminium/dp/B00LWREANI/ref=sr_1_109/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-109
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-183CYA-Split-Rating-Copper/dp/B00VE5CRNS/ref=sr_1_108/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-108
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-123-PYa-R-Premium-Rating/dp/B00LWREP9C/ref=sr_1_107/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-107
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-183-CY-Classic-Aluminium/dp/B00LWRD5Q6/ref=sr_1_106/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-106
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-122-LY-Window-Aluminium/dp/B00OPT52W8/ref=sr_1_105/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-105
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Onida-S122FLT-L-Split-Rating-Copper/dp/B00O21HOB6/ref=sr_1_104/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-104
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Mitsubishi-MS-GK10VA-Cooling-Split-Rating/dp/B00PVM4XF0/ref=sr_1_103/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-103
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAU518AVD-Split-Rating-Copper/dp/B00UWQQKNS/ref=sr_1_102/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-102
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-123-Cya-Classic-Rating/dp/B00LWRD79Q/ref=sr_1_101/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-101
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAT518HUD-Summer-Window-Rating/dp/B00LHO9RW0/ref=sr_1_100/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-100
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Lloyd-Natura-LS19A3GR-Split-Rating/dp/B00UV3W5IQ/ref=sr_1_99/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-99
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Daikin-R-32-Split-Rating-White/dp/B013UCHMP0/ref=sr_1_98/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-98
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hyundai-HSE33-GR1-QGE-Split-Rating-Copper/dp/B01BM8523S/ref=sr_1_97/253-5985601-2222315?ie=UTF8&qid=1485033343&s=kitchen&sr=1-97
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAU312HUDD-Kampa-Rating-Copper/dp/B00LHOAGC0/ref=sr_1_95/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-95
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-123-Luxury-Rating-Aluminium/dp/B00VT36QLE/ref=sr_1_94/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-94
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-122LYi-Window-Rating-Copper/dp/B00RJOSMQY/ref=sr_1_93/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-93
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/General-ASGA09BMTA-0-75-Friendly-Mounted-Rating/dp/B00PLQO1KS/ref=sr_1_92/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-92
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAW311KUD-Window-Rating-Copper/dp/B00LHO9XKQ/ref=sr_1_91/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-91
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-5HW24MA-Rating-Aluminium/dp/B00REFXU9W/ref=sr_1_90/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-90
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LSA3SP5D-Split-Rating-White/dp/B00LFA5H7A/ref=sr_1_89/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-89
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Electrolux-S18L5W-Remote-Control-Rating/dp/B01C6WI6QY/ref=sr_1_88/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-88
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-155-CY-1-2-Aluminium/dp/B00LWRDJEE/ref=sr_1_87/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-87
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Mitsubishi-MS-HK13VA-Cooling-Split-Rating/dp/B00PVM6WT0/ref=sr_1_86/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-86
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LSA5WT3D1-L-Energia-Rating-Copper/dp/B00UTDOVMQ/ref=sr_1_85/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-85
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-182-CY-Classic-Rating/dp/B00LWRD2PA/ref=sr_1_84/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-84
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Mitsubishi-MS-GK13VACooling-Split-Rating-White/dp/B00PVM56PQ/ref=sr_1_83/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-83
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAU318AWD-Zunoh-Rating-Copper/dp/B01BSNSDI8/ref=sr_1_82/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-82
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-CNHW12CAF-Inverter-Copper/dp/B00RVIB2N8/ref=sr_1_81/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-81
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Daikin-FTC50QRV16-Split-Rating-White/dp/B00PASPL10/ref=sr_1_80/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-80
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Lloyd-Weather-LS18HC-Split-White/dp/B00PU1CWYQ/ref=sr_1_79/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-79
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-183PYT-Rating-Maroon-Copper/dp/B00YH8VF8W/ref=sr_1_78/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-78
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAW018KTH-Reidan-Window-Rating/dp/B00LHO9W84/ref=sr_1_77/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-77
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-1-5T183CYA-Window-1-5-Rating/dp/B00LWRDA1Q/ref=sr_1_76/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-76
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Onida-S182SMH-Split-Rating-Copper/dp/B00RTC0F9I/ref=sr_1_75/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-75
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Midea-18K-Flair-X-Split-Rating/dp/B019GZRIA4/ref=sr_1_74/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-74
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Samsung-AR18KC5HDTP-Split-Star-Rating/dp/B01INHBKDW/ref=sr_1_73_m/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-73
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Samsung-AR18KC5HDTP-Split-Star-Rating/dp/B01INHBKDW/ref=sr_1_73/253-7671111-6185655?ie=UTF8&qid=1485033343&s=kitchen&sr=1-73
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-12HY-Split-White-Copper/dp/B00RZDYJWU/ref=sr_1_71/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-71
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Videocon-VSN53-WV2-MDA-SDA-SDM-Rating/dp/B00UJJBA10/ref=sr_1_70/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-70
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-122-CY-Classic-Rating/dp/B00LWRCYBI/ref=sr_1_69/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-69
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LSA5NP3F-Inverter-Rating-Aluminium/dp/B00LFA5PUY/ref=sr_1_68/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-68
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Samsung-AR12KC3HATR-Split-Rating-Aluminium/dp/B01INH9YV2/ref=sr_1_67_m/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-67
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Samsung-AR12KC3HATR-Split-Rating-Aluminium/dp/B01INH9YV2/ref=sr_1_67/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-67
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Carrier-Superia-Split-Rating-Copper/dp/B00LSJZNLI/ref=sr_1_66/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-66
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Samsung-AR12JV5NBWK-Split-Rating-Aluminium/dp/B01INH9V2Y/ref=sr_1_64_m/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-64
,1.5 tons,35 dB,,,,,,,,B00WU33XQ8," 29,200.00",LG,,3 reviews,3 Star Rating,"LG LSA5AU3A Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen","35,490.00",Remote Control,LSA5AU3A,#109,"#1,18,032",White,1450 Watts,Split,3.3 out of 5 stars,230 Volts,http://www.amazon.in/LG-LSA5AU3A-Split-Rating-Copper/dp/B00WU33XQ8/ref=sr_1_65/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-65
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Samsung-AR12JV5NBWK-Split-Rating-Aluminium/dp/B01INH9V2Y/ref=sr_1_64/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-64
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Samsung-AR12JC5HATP-Split-Rating-Aluminium/dp/B01INH9ONA/ref=sr_1_62_m/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-62
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Videocon-VSN33-WV2-MDA-SDA-SDM-Aluminium/dp/B00UJJAZC0/ref=sr_1_63/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-63
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Samsung-AR12JC5HATP-Split-Rating-Aluminium/dp/B01INH9ONA/ref=sr_1_62/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-62
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-3HW18FA-Rating-Aluminium/dp/B00LSJZJSU/ref=sr_1_61/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-61
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LSA5NP2A1-Split-Rating-White/dp/B00Y066OWI/ref=sr_1_60/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-60
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-2WAE121YC-Window-Rating/dp/B00WU342QI/ref=sr_1_59/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-59
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-BI-3HW18FAX-Rating-Aluminium/dp/B01CFY8RT4/ref=sr_1_58/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-58
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-125-Classic-Rating-Copper/dp/B00VT385WM/ref=sr_1_57/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-57
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAU514IVD-Split-Rating-Copper/dp/B00U2DYHM2/ref=sr_1_56/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-56
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Carrier-Duraedge-Split-Rating-Copper/dp/B00VUTSIOU/ref=sr_1_55/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-55
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Videocon-VSN55-WV2-MDA-Split-Rating-White/dp/B00WUF88D4/ref=sr_1_54/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-54
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-125-EY-Executive-Rating/dp/B00LWRE434/ref=sr_1_53/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-53
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-BSA18IBE-Inverter-Split-Copper/dp/B00UTDOCSO/ref=sr_1_52/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-52
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Electrolux-ES12M5C-Remote-Control-Rating/dp/B01C6WI6WI/ref=sr_1_51/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-51
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAW312KUDI-RAW312KWD-Window-Rating/dp/B00LHO9VOE/ref=sr_1_50_m/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-50
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAW312KUDI-RAW312KWD-Window-Rating/dp/B00LHO9VOE/ref=sr_1_50/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-50
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-BSA12IBE-Inverter-Split-Aluminium/dp/B00UTDO734/ref=sr_1_49/255-3436166-3608068?ie=UTF8&qid=1485033342&s=kitchen&sr=1-49
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-185-CY-Classic-Aluminium/dp/B00LWRDKO8/ref=sr_1_47/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-47
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-185-1-5-Rating-Aluminium/dp/B00LWRDMFA/ref=sr_1_46/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-46
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hyundai-HY18S3G-Split-Rating-Aluminium/dp/B016A8QVVM/ref=sr_1_45/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-45
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Daikin-R-32-Split-Rating-White/dp/B013UCJ5B4/ref=sr_1_44/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-44
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-122-CYA-Classic-Rating/dp/B016W1GTPA/ref=sr_1_43/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-43
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LSA5NP3A1-L-Nova-Rating-Aluminium/dp/B00UTDR2GI/ref=sr_1_42/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-42
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-122DYE-Split-Rating-Copper/dp/B00VT343YQ/ref=sr_1_41/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-41
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-125cya-Split-Rating-Copper/dp/B00O21LSD6/ref=sr_1_40/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-40
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-1-0T125CYU-Split-Rating-Copper/dp/B010DLVLIA/ref=sr_1_39/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-39
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-185-EY-Executive-Aluminium/dp/B00LWRE57E/ref=sr_1_38/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-38
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-24HY-Split-Rating-Copper/dp/B00LWREWGI/ref=sr_1_37/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-37
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-DC-Inverter-12V-DY/dp/B00LSJZ9H6/ref=sr_1_36/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-36
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-18HY-Split-1-5-Rating/dp/B00LWREUYW/ref=sr_1_35/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-35
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-3CNHW18CAF-Inverter-Copper/dp/B00RVIBBQQ/ref=sr_1_34/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-34
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Panasonic-CS-YS12RKY-Inverter-Split-Copper/dp/B00V30JRM8/ref=sr_1_33/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-33
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-18-HY-Window-Copper/dp/B00LWRFL9K/ref=sr_1_32/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-32
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Carrier-Superia-Inverter-Split-Copper/dp/B00VUTVTLO/ref=sr_1_31/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-31
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-5HW18SA1-Split-Rating/dp/B00LSJZKXY/ref=sr_1_30/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-30
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-Kampa-RAU512HUDD-Rating-Copper/dp/B00LHOAFK8/ref=sr_1_29/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-29
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Panasonic-CS-YS24RKY-Inverter-Split-Copper/dp/B00V30K1LY/ref=sr_1_28/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-28
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LSA5NP3A-Split-Rating-Copper/dp/B00UN66AI2/ref=sr_1_27/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-27
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-185-DY-Window-Aluminium/dp/B00RZDYWP4/ref=sr_1_26/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-26
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Panasonic-CS-CU-UC18RKY3-Rating-Copper/dp/B00V4SUQTW/ref=sr_1_25/254-8486861-4445640?ie=UTF8&qid=1485033342&s=kitchen&sr=1-25
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAV518HUD-Summer-Window-Rating/dp/B00LHO9UFO/ref=sr_1_23_m/253-4703856-2492821?ie=UTF8&qid=1485033341&s=kitchen&sr=1-23
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAV518HUD-Summer-Window-Rating/dp/B00LHO9UFO/ref=sr_1_23/253-4703856-2492821?ie=UTF8&qid=1485033341&s=kitchen&sr=1-23
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-2WAE081YC-Window-Rating/dp/B00REFVXNM/ref=sr_1_22/253-4703856-2492821?ie=UTF8&qid=1485033341&s=kitchen&sr=1-22
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Lloyd-Floret-LS19A3SH-Rating-Copper/dp/B00UV3VV40/ref=sr_1_21/253-4703856-2492821?ie=UTF8&qid=1485033341&s=kitchen&sr=1-21
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-243-CYi-Classic-Rating/dp/B00LWRDF34/ref=sr_1_20/253-4703856-2492821?ie=UTF8&qid=1485033341&s=kitchen&sr=1-20
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-245-DY-Rating-Copper/dp/B00LWRDWVO/ref=sr_1_19/253-4703856-2492821?ie=UTF8&qid=1485033341&s=kitchen&sr=1-19
